N,P,K,temperature,humidity,pH,rainfall,crop,best_season,planting_months,cultivation_duration,harvest_months,water_requirement
77.32820351037225,20.30992814858145,38.34390833676983,37.76895394744467,56.69669766752034,6.856999936585275,295.26491007727657,millet,Monsoon,June-July,75,September-October,Very Low
75.39420470784017,29.78133951878745,28.32394039174862,37.08865541009378,63.67903657250619,6.063232084211263,489.00809613381136,millet,Monsoon,June-July,75,September-October,Very Low
68.24984650221049,27.453790818995948,49.70326538260598,32.06170697561415,57.90124933105361,6.123758871527451,301.99155913797443,millet,Monsoon,June-July,75,September-October,Very Low
50.441941049393925,21.86773404355289,45.03715370766883,32.47363641767933,51.06995341359344,7.370969027054992,255.71992160155568,millet,Monsoon,June-July,75,September-October,Very Low
42.47233842756891,16.84721056222757,24.88372967618688,34.2350535893208,63.21576405288485,6.6904256682537495,245.1416813017992,millet,Monsoon,June-July,75,September-October,Very Low
60.06071841400666,19.93317231610813,34.128807573042,37.8084582887044,51.167863181463005,6.823827265274023,425.3531410862128,millet,Monsoon,June-July,75,September-October,Very Low
76.17439099975428,31.348156946122188,42.71144344095876,36.52320849625948,54.44727781735221,5.611211043360921,202.0633886658948,millet,Monsoon,June-July,75,September-October,Very Low
56.44789955530183,23.04812518598624,46.53760664688841,33.27468366317284,56.58808984783631,7.291125696263677,472.7525792160757,millet,Monsoon,June-July,75,September-October,Very Low
50.86532725097479,18.812196661489,25.53897372042108,33.88326845909016,57.27639531848155,6.184215241727188,328.9872859339465,millet,Monsoon,June-July,75,September-October,Very Low
69.39703389579577,25.629098283786107,28.638360280279777,36.98569502633041,42.9972773368178,6.485639169065649,289.9826209331068,millet,Monsoon,June-July,75,September-October,Very Low
46.57622116315515,17.331661491113934,36.40087046216391,35.57649173142983,50.84609807138111,7.304826066572207,303.18730596730563,millet,Monsoon,June-July,75,September-October,Very Low
77.26219657237924,31.419620345982818,36.99815776716389,36.39800064333574,56.46653387349417,6.814060996468214,469.5159399752105,millet,Monsoon,June-July,75,September-October,Very Low
40.432443345407854,31.531021483829285,44.02942101210095,34.39711270752161,48.16986764644443,5.708909036200303,373.05721433981006,millet,Monsoon,June-July,75,September-October,Very Low
79.22272908242894,19.29391774926711,22.017025402716836,34.783890189001326,42.96772738772778,6.689694759003819,421.6600031399098,millet,Monsoon,June-July,75,September-October,Very Low
61.29167503805817,17.06530017750097,25.17571630839086,32.19466067628312,56.467940968175554,6.635948594632161,288.90728405398653,millet,Monsoon,June-July,75,September-October,Very Low
79.34268826054652,20.19341677900828,49.09170898393931,37.629894371907895,60.46850573710127,6.362467739583115,304.2556385941264,millet,Monsoon,June-July,75,September-October,Very Low
67.68045023786618,24.15857988868056,26.795648781083173,32.30209716181612,41.31913144649007,6.727940612650466,275.85743547503336,millet,Monsoon,June-July,75,September-October,Very Low
72.94208906447275,31.413923215335583,34.32051194367204,35.465790526066534,48.98021867456725,6.201638218670031,308.7679389677284,millet,Monsoon,June-July,75,September-October,Very Low
48.36237494827384,16.693766837506136,34.00079362653225,36.83428715400931,48.2044870699403,6.464264197839684,452.27261312087217,millet,Monsoon,June-July,75,September-October,Very Low
72.33622955574764,31.47247221497947,31.538332279363047,33.32743217867638,49.52478184171,6.418248046573362,290.9857672547849,millet,Monsoon,June-July,75,September-October,Very Low
77.3499769200588,28.677329036706865,35.947164580601935,37.59532927051588,42.96609414353951,5.565318121568992,342.6788575466025,millet,Monsoon,June-July,75,September-October,Very Low
66.25638414002628,34.42301814736572,36.86566433193576,34.4464886300164,44.03047029937807,6.929506552887892,220.53513576980504,millet,Monsoon,June-July,75,September-October,Very Low
64.51183342146041,33.769643164283096,39.85333197414916,34.50600197490197,42.9089621291124,5.653606096628844,306.3998614955249,millet,Monsoon,June-July,75,September-October,Very Low
73.3457604190069,31.293420094199785,38.35493060309665,35.303980276645106,50.080193903331306,6.24691589026541,276.6009121289733,millet,Monsoon,June-July,75,September-October,Very Low
56.52690068830879,28.51645850208147,39.7447947289272,32.63524590927877,48.87244208716385,5.640216279282514,318.5777946293473,millet,Monsoon,June-July,75,September-October,Very Low
73.09208598948985,15.838304334325152,32.57548627706364,33.09067320330417,43.92031763292015,5.836407311533036,463.79906470354223,millet,Monsoon,June-July,75,September-October,Very Low
60.09709148665506,29.629727194062315,48.743540267583015,35.34224307965021,45.7845159094212,5.940892008490838,465.8545316388036,millet,Monsoon,June-July,75,September-October,Very Low
65.41657427447639,27.59641308869416,32.09631899551468,37.60582468500494,62.91051361330166,7.004795764607576,359.3882055052796,millet,Monsoon,June-July,75,September-October,Very Low
69.25985856172557,31.48943035209098,24.39308769808449,36.06462842736977,50.71144759621989,7.165859431148456,362.08895953709214,millet,Monsoon,June-July,75,September-October,Very Low
55.1616194153214,33.30121465034445,27.53507802645204,37.06799545454135,50.782542658525365,7.188424650572286,345.2061717528212,millet,Monsoon,June-July,75,September-October,Very Low
62.92168802476063,21.504223925524222,21.17808242724957,35.08457265530756,47.7117070372371,6.043997210688712,201.9137130219772,millet,Monsoon,June-July,75,September-October,Very Low
55.8062118988922,29.56741708679292,30.37418295231275,37.87012872234114,64.14368024549368,6.842186314171952,441.62901291379376,millet,Monsoon,June-July,75,September-October,Very Low
71.33191931824192,20.318569012642374,49.70996911380945,37.680537468153446,50.0053068962418,5.551539197528703,381.0586419503363,millet,Monsoon,June-July,75,September-October,Very Low
44.81550315156356,33.77059566946261,25.435498371502483,35.957035889907964,57.20113892685322,6.745506806479682,266.80282373692546,millet,Monsoon,June-July,75,September-October,Very Low
56.687736742583056,18.204512019530124,25.12809207262545,33.843298502127624,53.66146354320311,6.3362895763256,427.1848934826502,millet,Monsoon,June-July,75,September-October,Very Low
55.724156302376045,17.004911274457534,20.497774418977937,37.38778788108673,42.103191556484575,6.823437365287913,380.7348325899764,millet,Monsoon,June-July,75,September-October,Very Low
40.94831014578074,31.698944113888075,49.24071788145655,32.97811468288932,45.8453208273266,5.770919073589382,269.4425641295894,millet,Monsoon,June-July,75,September-October,Very Low
56.78509531227242,16.01244944538148,21.18175501078458,37.2104571436816,63.16159494890462,6.647899732138021,317.8685326679537,millet,Monsoon,June-July,75,September-October,Very Low
40.4521014635609,30.747439162985454,29.192984681101148,32.171914565465926,54.58130980781392,5.580516006018464,376.505666294946,millet,Monsoon,June-July,75,September-October,Very Low
61.767946500148085,20.504783620740167,41.28316593901924,34.38610648659833,64.34501033392874,6.042984005085422,471.2729874222695,millet,Monsoon,June-July,75,September-October,Very Low
42.02292415296915,23.52242475904461,44.97090618982985,34.24833182304426,53.74671406940513,7.111297610726684,267.29556765605787,millet,Monsoon,June-July,75,September-October,Very Low
77.21593680677302,16.907218425460073,33.50175918278676,33.35647442606338,60.43263280533092,6.1749085579284575,461.2065366372318,millet,Monsoon,June-July,75,September-October,Very Low
70.09873350345977,16.02587697962431,34.77606142142868,32.50114948808011,45.278148563950936,6.38421406935944,300.3203536966246,millet,Monsoon,June-July,75,September-October,Very Low
46.45469433553532,26.439917565671852,44.16296987899959,34.36743389191354,53.24851467325583,7.020321859580318,246.1699714081321,millet,Monsoon,June-July,75,September-October,Very Low
54.44298905364149,23.16911162816965,40.39091650500036,32.89549681844884,46.70435919362284,5.613360864331671,210.4018112678199,millet,Monsoon,June-July,75,September-October,Very Low
47.737413718259305,27.830089625125037,27.794844138208983,34.35146337766346,57.42909230344951,7.272172217627032,468.70698327998497,millet,Monsoon,June-July,75,September-October,Very Low
56.45215888264925,19.81063170360297,40.17151529875111,33.78372322568796,45.74984384908101,7.152129369096571,401.9276392733651,millet,Monsoon,June-July,75,September-October,Very Low
46.25267882835443,29.759018947951844,30.814235154246617,36.94610268349609,49.92480405518685,6.842541650458265,281.19318259452973,millet,Monsoon,June-July,75,September-October,Very Low
46.24806031722397,34.76841987926962,49.318397976993424,32.48737780884004,64.81454488719409,7.087636207816079,397.8268886245993,millet,Monsoon,June-July,75,September-October,Very Low
51.57758086477952,24.35362424969754,38.58169908099506,35.46684230150651,61.65253863444587,6.322380951738982,328.2459362270804,millet,Monsoon,June-July,75,September-October,Very Low
74.02298112060464,19.030567560126254,48.03299116260324,33.98170800501251,54.1057954171134,6.878175307496459,446.981963804009,millet,Monsoon,June-July,75,September-October,Very Low
40.64801589357869,31.367608495590705,21.204165772560994,35.33714415578007,59.48791753560158,7.279826752725725,497.588824171593,millet,Monsoon,June-July,75,September-October,Very Low
70.61453455432164,20.060526818405062,45.9668714951661,33.76440477306067,45.25796390714484,5.705685184314953,237.78655891380748,millet,Monsoon,June-July,75,September-October,Very Low
73.87548897715811,21.48658754703036,40.29451248561813,37.87490933060369,56.84597245675012,6.688483654617194,380.94503603688406,millet,Monsoon,June-July,75,September-October,Very Low
57.16249477210664,20.51845388761094,43.05743992739606,36.09519475722633,54.38397932822747,5.952544860006372,407.7062918463242,millet,Monsoon,June-July,75,September-October,Very Low
69.88313068516115,19.374277778130782,21.79829902583925,33.39999693589596,55.63325424886135,5.761947485988348,381.7990901813076,millet,Monsoon,June-July,75,September-October,Very Low
69.36605036166586,21.82637291900104,34.35585109758568,37.09667843735441,41.12492053088561,7.357719099691131,299.59145142075363,millet,Monsoon,June-July,75,September-October,Very Low
43.26394880019353,20.17183182269568,20.835567224632232,34.79202160363692,40.34206036901703,6.762750652096502,327.9195070404868,millet,Monsoon,June-July,75,September-October,Very Low
51.83728117746465,28.276489497054506,48.959081708912,35.28887121636813,44.36617964740824,5.600833547204418,467.1152962565798,millet,Monsoon,June-July,75,September-October,Very Low
60.011141408310415,16.38788171808367,22.69630555208482,35.46128720786725,54.09798916889059,6.701824011318172,302.28757143066747,millet,Monsoon,June-July,75,September-October,Very Low
45.73125834810564,29.29437667004072,28.80060264323029,37.50360839946608,50.164763433986806,6.550940614711786,409.349835651551,millet,Monsoon,June-July,75,September-October,Very Low
67.05444271490896,28.59266364790287,48.3777393209626,37.40158466721242,59.8047798700419,6.091648194993072,200.3336282588562,millet,Monsoon,June-July,75,September-October,Very Low
66.47338340455993,27.67423199531058,37.80384148114172,33.63172735638919,45.4472844906686,5.532486886418908,418.6334163351943,millet,Monsoon,June-July,75,September-October,Very Low
62.26313714008613,21.854618508558143,24.03728801312323,33.94118247491295,56.62639972516578,5.688837795320962,449.4554999336671,millet,Monsoon,June-July,75,September-October,Very Low
44.13736459441934,23.04054433776481,41.86817600315472,37.51038525248935,56.244701169107486,7.059641768020136,235.46558668732655,millet,Monsoon,June-July,75,September-October,Very Low
54.26384703944822,20.089626632365203,20.386924093685764,32.000184313072296,57.80342614701512,6.580598813522999,455.34522062779456,millet,Monsoon,June-July,75,September-October,Very Low
60.57845310959577,16.70112770978482,36.46618404627799,37.74578987763553,54.14362376533223,6.2599581579307895,382.1405842650731,millet,Monsoon,June-July,75,September-October,Very Low
43.79861100913506,21.298368891777915,22.899345028632567,34.33235808725928,46.00747808625917,5.853793901647968,496.20084757386377,millet,Monsoon,June-July,75,September-October,Very Low
74.9447411494886,34.91137800981376,37.48143348034044,34.66462134143971,53.29679416262542,7.124947642088343,298.0823073010026,millet,Monsoon,June-July,75,September-October,Very Low
66.90029050694596,28.64383378510197,29.457183039483525,33.834463744683745,50.067593024864,5.766419848273257,389.71887693965255,millet,Monsoon,June-July,75,September-October,Very Low
67.73688512225236,29.01222992788903,42.6041633197879,32.76995517313259,54.46231270573325,7.245718843131329,349.9876975894365,millet,Monsoon,June-July,75,September-October,Very Low
